id_mahasiswa,semester,kelas,jenis_kelamin,kehadiran_persen,tugas_rata,kuis_rata,nilai_uts,akses_lms,forum_posts,jam_belajar_per_minggu,jumlah_terlambat_tugas,ikut_bimbingan,nilai_uas,nilai_akhir,status_lulus
MHS00647,4,SI-B,P,95.7,50.7,50.7,35.1,39,4,3.5,3,Tidak,32.8,41.4,Tidak Lulus
MHS00648,4,SI-B,P,75.7,87.5,82.6,76.9,44,4,8.1,1,Tidak,77.7,80.9,Lulus
MHS00649,5,SI-A,P,80.6,100.0,88.9,88.8,50,4,13.0,2,Tidak,72.4,86.7,Lulus
MHS00650,3,SI-D,L,93.5,92.6,79.1,78.9,35,0,5.4,0,Tidak,71.1,80.0,Lulus
MHS00651,1,SI-A,L,76.4,76.4,67.3,47.4,35,4,5.4,2,Ya,60.6,62.6,Lulus
MHS00652,3,SI-B,L,62.1,57.2,52.4,37.1,39,1,4.8,3,Ya,46.5,48.0,Tidak Lulus
MHS00653,4,SI-C,P,100.0,59.0,72.2,66.7,23,2,5.0,1,Tidak,66.3,65.8,Lulus
MHS00654,5,SI-D,P,72.4,47.1,53.1,32.7,33,1,0.0,2,Ya,40.8,42.8,Tidak Lulus
MHS00655,3,SI-B,P,79.9,77.7,60.8,85.2,44,4,7.7,2,Tidak,84.2,78.1,Lulus
MHS00656,1,SI-D,L,91.9,79.7,61.9,77.7,32,3,4.0,0,Ya,62.6,70.5,Lulus
MHS00657,2,SI-A,L,70.7,82.8,71.9,55.2,31,3,1.7,1,Ya,60.4,67.0,Lulus
MHS00658,3,SI-C,P,65.9,76.5,67.2,67.5,51,2,8.8,4,Tidak,60.3,67.5,Lulus
MHS00659,4,SI-A,L,81.0,63.8,64.3,66.4,34,2,3.3,0,Tidak,60.5,63.6,Lulus
MHS00660,4,SI-C,L,56.5,74.9,58.7,54.3,34,1,5.5,0,Ya,50.3,59.1,Tidak Lulus
MHS00661,2,SI-D,P,74.5,95.7,77.9,82.9,55,3,10.9,2,Tidak,78.0,83.6,Lulus
MHS00662,6,SI-D,L,80.9,75.7,65.6,45.8,37,2,2.3,1,Tidak,56.7,60.5,Lulus
MHS00663,4,SI-A,L,74.8,74.1,45.2,51.6,36,1,1.9,0,Tidak,58.5,58.0,Tidak Lulus
MHS00664,2,SI-C,L,59.5,81.0,74.8,62.2,37,5,7.3,0,Tidak,65.6,70.4,Lulus
MHS00665,1,SI-C,L,97.1,86.1,94.7,99.1,50,2,9.9,1,Tidak,72.0,86.8,Lulus
MHS00666,1,SI-D,P,79.2,68.0,71.8,55.5,30,3,1.8,0,Tidak,62.0,63.8,Lulus
MHS00667,2,SI-A,L,95.2,65.6,69.0,75.2,43,1,7.7,0,Tidak,65.5,68.6,Lulus
MHS00668,1,SI-C,L,74.9,84.6,66.4,63.4,38,3,8.2,0,Tidak,63.7,69.4,Lulus
MHS00669,2,SI-D,L,67.4,49.4,43.8,50.8,33,4,0.3,2,Ya,33.3,43.8,Tidak Lulus
MHS00670,2,SI-B,P,81.2,87.5,73.9,69.6,45,3,8.9,1,Tidak,70.5,75.2,Lulus
MHS00671,1,SI-A,L,75.4,78.6,80.4,63.3,50,2,9.1,0,Tidak,81.4,76.0,Lulus
MHS00672,6,SI-B,P,63.9,56.7,63.2,53.6,41,0,5.6,2,Tidak,53.6,56.3,Tidak Lulus
MHS00673,1,SI-A,L,95.6,69.1,86.1,85.3,49,6,10.3,0,Tidak,72.1,77.4,Lulus
MHS00674,3,SI-D,L,70.5,91.7,85.5,81.6,49,3,9.9,0,Ya,77.1,83.6,Lulus
MHS00675,3,SI-C,L,55.9,65.5,45.3,36.6,40,2,6.8,2,Tidak,47.2,48.7,Tidak Lulus
MHS00676,6,SI-C,P,93.9,86.6,69.2,56.5,36,3,5.1,3,Ya,62.6,68.4,Lulus
MHS00677,1,SI-C,P,71.9,63.7,68.5,54.0,25,3,3.6,1,Tidak,37.4,54.3,Tidak Lulus
MHS00678,3,SI-A,L,70.7,62.9,71.6,51.5,40,4,6.4,3,Ya,50.1,58.0,Tidak Lulus
MHS00679,6,SI-D,L,56.8,59.9,48.4,43.4,42,3,8.2,1,Tidak,54.7,51.9,Tidak Lulus
MHS00680,5,SI-B,P,98.9,71.0,50.1,60.2,40,1,5.5,0,Tidak,71.6,64.3,Lulus
MHS00681,5,SI-D,L,62.5,32.5,38.9,42.1,25,4,0.0,0,Tidak,32.2,36.1,Tidak Lulus
MHS00682,2,SI-B,P,78.7,78.9,79.3,72.2,41,4,10.3,0,Tidak,69.9,74.6,Lulus
MHS00683,1,SI-A,L,89.0,75.7,69.4,61.0,43,3,7.1,0,Ya,52.7,63.9,Lulus
MHS00684,4,SI-A,P,83.1,75.9,73.3,61.8,37,4,5.4,0,Tidak,64.1,68.3,Lulus
MHS00685,6,SI-B,P,77.3,74.6,54.0,65.6,50,2,9.1,1,Tidak,56.7,62.9,Lulus
MHS00686,4,SI-B,P,57.6,82.8,67.9,64.5,53,5,11.1,1,Tidak,50.3,65.5,Lulus
MHS00687,4,SI-B,P,68.3,43.7,37.1,35.3,36,1,0.0,0,Tidak,27.7,35.5,Tidak Lulus
MHS00688,2,SI-D,L,80.3,69.3,70.7,70.3,44,3,7.8,2,Ya,55.5,65.7,Lulus
MHS00689,5,SI-B,P,68.6,72.9,65.0,63.7,29,0,2.2,2,Tidak,50.8,62.4,Lulus
MHS00690,2,SI-A,L,80.4,72.2,68.2,72.5,44,2,8.0,1,Ya,77.6,73.1,Lulus
MHS00691,2,SI-A,L,86.2,70.9,66.6,66.6,36,3,6.9,0,Tidak,63.6,66.8,Lulus
MHS00692,3,SI-C,P,89.6,89.5,66.3,65.5,39,4,8.4,1,Tidak,71.2,73.4,Lulus
MHS00693,3,SI-B,P,63.3,55.2,36.8,41.8,38,3,5.0,2,Tidak,55.8,48.3,Tidak Lulus
MHS00694,2,SI-D,P,100.0,60.4,71.0,58.7,30,6,0.9,1,Tidak,46.7,58.0,Tidak Lulus
MHS00695,1,SI-D,L,87.2,49.4,45.0,31.2,30,2,5.1,1,Tidak,44.2,42.4,Tidak Lulus
MHS00696,4,SI-D,P,78.0,75.6,71.3,65.7,44,6,7.7,1,Tidak,73.5,71.6,Lulus
MHS00697,2,SI-C,P,91.1,62.5,41.3,39.9,48,1,9.5,2,Tidak,52.4,49.6,Tidak Lulus
MHS00698,4,SI-A,L,100.0,73.1,79.2,67.3,38,3,3.0,0,Tidak,57.3,68.1,Lulus
MHS00699,1,SI-D,L,60.7,44.8,73.7,45.8,48,2,9.6,7,Ya,54.4,53.7,Tidak Lulus
MHS00700,3,SI-A,L,75.3,51.0,66.8,69.3,45,1,4.6,1,Tidak,60.2,61.5,Lulus
MHS00701,3,SI-C,L,49.5,76.3,63.8,46.0,45,4,7.6,3,Tidak,49.2,58.1,Tidak Lulus
MHS00702,1,SI-B,P,80.3,80.5,78.8,71.9,43,0,5.0,1,Tidak,55.0,70.4,Lulus
MHS00703,2,SI-B,P,82.4,62.9,66.4,60.7,39,6,7.0,1,Ya,79.3,68.0,Lulus
MHS00704,1,SI-B,P,77.5,65.6,64.4,63.6,54,3,9.2,4,Tidak,60.1,63.2,Lulus
MHS00705,1,SI-D,P,70.1,82.6,31.6,45.9,36,2,2.8,0,Ya,53.2,54.4,Tidak Lulus
MHS00706,6,SI-B,L,53.4,53.8,43.6,27.8,43,2,4.5,4,Tidak,33.5,39.2,Tidak Lulus
MHS00707,2,SI-D,P,82.5,84.7,79.6,74.3,41,7,7.1,1,Tidak,79.1,79.4,Lulus
MHS00708,5,SI-C,L,95.5,100.0,93.2,91.2,51,7,13.7,0,Tidak,94.0,94.6,Lulus
MHS00709,2,SI-C,P,70.9,51.7,46.6,48.8,33,0,3.9,2,Ya,42.1,47.1,Tidak Lulus
MHS00710,4,SI-D,L,83.3,100.0,90.9,82.9,58,2,12.6,1,Tidak,66.9,84.0,Lulus
MHS00711,5,SI-A,P,59.2,64.5,91.1,67.5,48,3,12.5,1,Tidak,59.2,69.0,Lulus
MHS00712,4,SI-B,L,83.5,74.1,67.1,71.3,40,4,6.2,2,Tidak,76.6,72.8,Lulus
MHS00713,3,SI-B,L,73.3,71.7,64.3,63.6,30,2,5.6,4,Tidak,45.4,60.3,Lulus
MHS00714,3,SI-B,P,68.9,33.8,34.0,30.6,31,2,4.4,3,Ya,28.9,31.6,Tidak Lulus
MHS00715,2,SI-D,L,68.9,36.5,46.7,42.3,40,3,6.3,3,Tidak,29.1,37.8,Tidak Lulus
MHS00716,6,SI-C,P,73.3,54.5,47.1,38.0,36,0,2.3,2,Tidak,41.7,45.1,Tidak Lulus
MHS00717,5,SI-B,L,82.6,60.7,78.6,71.1,41,4,6.3,1,Tidak,62.0,67.3,Lulus
MHS00718,6,SI-C,P,62.3,80.1,85.3,76.9,46,5,11.0,0,Tidak,69.8,77.2,Lulus
MHS00719,1,SI-B,L,73.2,53.2,61.3,66.5,39,1,4.7,1,Tidak,46.5,56.1,Tidak Lulus
MHS00720,5,SI-B,L,77.5,71.6,67.2,70.7,42,3,5.8,0,Tidak,66.4,68.9,Lulus
MHS00721,6,SI-D,L,64.8,37.9,45.5,40.4,20,3,1.4,3,Tidak,41.0,41.0,Tidak Lulus
MHS00722,2,SI-A,L,99.6,100.0,96.1,100.0,53,9,7.6,0,Ya,84.7,94.6,Lulus
MHS00723,1,SI-D,L,67.8,41.0,41.5,46.0,38,5,7.3,3,Tidak,37.4,41.3,Tidak Lulus
MHS00724,5,SI-B,L,70.0,70.8,76.0,70.9,40,3,6.7,0,Tidak,62.6,69.4,Lulus
MHS00725,4,SI-B,L,66.3,59.4,66.1,36.9,37,3,5.8,6,Tidak,32.8,47.1,Tidak Lulus
MHS00726,5,SI-A,L,99.6,68.7,60.4,72.4,47,2,5.6,1,Tidak,73.4,69.4,Lulus
MHS00727,1,SI-C,P,84.6,70.5,70.0,88.2,56,3,8.0,0,Tidak,80.8,77.9,Lulus
MHS00728,5,SI-C,P,66.8,63.4,57.5,55.8,51,3,6.4,3,Tidak,50.7,56.5,Tidak Lulus
MHS00729,2,SI-B,L,91.3,75.5,72.9,77.5,41,4,7.4,1,Tidak,65.7,72.5,Lulus
MHS00730,1,SI-C,P,80.4,75.3,71.9,77.9,45,1,7.1,0,Tidak,75.7,75.4,Lulus
MHS00731,1,SI-B,P,81.1,85.6,78.7,90.6,51,2,9.9,0,Tidak,75.6,82.5,Lulus
MHS00732,5,SI-A,L,73.9,72.0,63.6,67.2,44,3,8.5,2,Tidak,66.4,67.4,Lulus
MHS00733,4,SI-A,P,69.0,63.7,58.1,41.0,36,8,7.1,4,Ya,66.2,57.7,Tidak Lulus
MHS00734,3,SI-B,L,82.1,82.8,86.0,80.9,40,2,11.1,0,Ya,78.8,81.8,Lulus
MHS00735,2,SI-A,L,71.5,65.7,70.5,68.3,45,5,7.8,2,Tidak,61.1,65.9,Lulus
MHS00736,6,SI-D,L,99.8,96.0,96.7,92.1,42,2,10.4,3,Ya,80.5,90.5,Lulus
MHS00737,3,SI-D,P,62.8,81.3,68.4,61.0,38,4,8.3,3,Tidak,63.5,68.3,Lulus
MHS00738,5,SI-A,P,96.4,44.1,59.3,53.6,26,3,1.0,0,Tidak,53.1,52.2,Tidak Lulus
MHS00739,3,SI-B,L,76.7,83.0,63.8,64.2,55,2,10.4,2,Tidak,54.7,66.0,Lulus
MHS00740,3,SI-B,L,81.6,64.1,53.5,57.6,45,3,6.9,1,Tidak,51.0,56.4,Tidak Lulus
MHS00741,3,SI-A,P,88.0,60.7,66.0,63.3,38,8,6.3,2,Tidak,74.7,66.6,Lulus
MHS00742,2,SI-C,L,70.4,58.0,49.0,58.7,36,5,7.3,0,Tidak,52.1,54.6,Tidak Lulus
MHS00743,5,SI-D,L,88.4,70.1,68.0,69.1,30,2,5.5,1,Tidak,54.4,64.7,Lulus
MHS00744,3,SI-C,P,45.5,66.1,53.2,43.3,55,4,7.2,4,Ya,43.8,51.1,Tidak Lulus
MHS00745,2,SI-B,P,69.4,43.7,30.3,29.1,31,2,4.7,3,Tidak,26.2,32.1,Tidak Lulus
MHS00746,6,SI-B,P,66.9,79.4,64.8,65.9,50,7,10.3,3,Tidak,60.3,67.4,Lulus
MHS00747,3,SI-C,P,63.0,77.0,46.6,49.7,44,5,6.2,3,Ya,54.2,57.3,Tidak Lulus
MHS00748,4,SI-A,P,75.4,71.3,70.3,75.5,44,4,5.4,2,Tidak,63.9,69.9,Lulus
MHS00749,6,SI-C,L,82.6,65.6,67.8,69.5,35,3,3.7,1,Tidak,59.6,65.2,Lulus
MHS00750,4,SI-C,L,86.4,100.0,90.5,82.5,46,3,7.3,3,Ya,73.7,85.8,Lulus
MHS00751,1,SI-D,L,80.9,81.1,50.8,57.2,39,5,7.1,0,Tidak,49.2,59.5,Tidak Lulus
MHS00752,6,SI-D,P,70.0,72.1,76.7,56.9,37,3,7.7,0,Ya,77.0,70.7,Lulus
MHS00753,4,SI-C,P,82.4,58.0,46.5,53.8,30,0,3.4,0,Tidak,61.9,55.8,Tidak Lulus
MHS00754,2,SI-C,L,79.5,77.6,62.1,61.0,23,3,1.7,2,Ya,56.5,64.0,Lulus
MHS00755,1,SI-B,P,89.2,65.7,50.3,48.3,49,2,8.4,0,Tidak,63.7,57.7,Tidak Lulus
MHS00756,5,SI-D,L,87.3,81.4,72.0,78.9,47,3,11.0,0,Tidak,74.9,76.9,Lulus
MHS00757,4,SI-D,L,78.4,63.9,82.8,67.3,31,1,3.4,0,Tidak,55.1,65.9,Lulus
MHS00758,3,SI-B,L,67.2,91.7,77.5,52.2,40,6,11.3,1,Tidak,67.0,71.6,Lulus
MHS00759,6,SI-A,L,70.2,63.3,33.3,39.8,43,7,7.4,3,Tidak,44.5,45.8,Tidak Lulus
MHS00760,5,SI-D,P,71.4,54.5,32.2,38.6,39,3,6.5,2,Tidak,50.2,44.8,Tidak Lulus
MHS00761,1,SI-D,L,74.2,53.5,51.9,44.0,38,4,5.3,0,Tidak,49.5,49.6,Tidak Lulus
MHS00762,2,SI-A,P,81.2,60.3,57.9,55.5,35,1,2.3,4,Tidak,56.8,57.6,Tidak Lulus
MHS00763,2,SI-D,P,86.6,82.0,65.8,81.3,52,4,9.5,4,Tidak,66.1,73.8,Lulus
MHS00764,5,SI-D,L,77.4,61.8,67.2,65.0,44,1,4.2,0,Ya,56.2,62.0,Lulus
MHS00765,1,SI-A,P,78.2,78.7,65.2,70.0,35,2,4.2,0,Tidak,72.8,72.1,Lulus
MHS00766,4,SI-A,L,79.7,100.0,100.0,78.0,57,4,9.5,2,Ya,91.7,92.0,Lulus
MHS00767,5,SI-C,L,71.8,44.6,56.2,51.1,31,5,0.9,2,Tidak,42.8,48.0,Tidak Lulus
MHS00768,6,SI-B,L,66.9,65.1,73.9,57.5,28,3,1.9,1,Tidak,54.2,61.7,Lulus
MHS00769,2,SI-B,P,56.9,66.2,78.3,60.3,37,3,6.4,2,Tidak,55.2,63.8,Lulus
MHS00770,5,SI-A,L,69.7,54.6,67.3,53.8,45,3,7.4,1,Tidak,54.6,56.9,Tidak Lulus
MHS00771,1,SI-A,L,83.7,58.8,59.4,49.4,40,4,8.0,0,Tidak,54.7,55.3,Tidak Lulus
MHS00772,5,SI-D,L,69.6,66.6,52.8,61.4,38,4,5.6,2,Tidak,68.5,63.1,Lulus
MHS00773,1,SI-C,L,75.1,93.5,89.8,82.3,61,4,14.1,2,Tidak,76.6,84.9,Lulus
MHS00774,3,SI-C,P,83.6,69.2,48.3,52.5,45,2,5.8,4,Tidak,52.5,55.8,Tidak Lulus
MHS00775,5,SI-A,L,84.2,73.3,52.2,73.9,42,0,5.8,2,Ya,61.7,65.8,Lulus
MHS00776,1,SI-D,L,65.0,62.2,65.9,48.6,36,3,4.1,1,Ya,33.9,51.1,Tidak Lulus
MHS00777,2,SI-D,L,90.0,81.9,86.4,82.0,38,2,6.9,1,Ya,76.9,81.3,Lulus
MHS00778,5,SI-B,L,91.5,91.2,92.1,100.0,44,4,8.3,0,Tidak,84.1,91.4,Lulus
MHS00779,5,SI-B,P,64.4,78.0,56.6,61.0,40,3,10.1,4,Tidak,48.8,60.7,Lulus
MHS00780,4,SI-D,L,68.1,51.5,57.2,39.6,32,3,2.0,2,Ya,35.1,44.7,Tidak Lulus
MHS00781,4,SI-B,P,92.3,76.6,58.1,73.2,34,3,5.8,1,Ya,79.7,73.0,Lulus
MHS00782,4,SI-A,L,76.2,69.6,84.1,64.6,34,6,7.8,2,Tidak,55.7,67.1,Lulus
MHS00783,2,SI-D,L,51.4,41.2,42.6,34.2,45,4,8.3,4,Ya,32.8,37.2,Tidak Lulus
MHS00784,2,SI-B,P,61.2,61.7,39.2,38.2,41,2,6.5,3,Tidak,34.2,43.1,Tidak Lulus
MHS00785,2,SI-C,L,75.0,63.3,62.4,73.9,45,2,8.1,1,Tidak,52.9,62.6,Lulus
MHS00786,6,SI-D,P,64.0,63.8,47.3,44.5,31,0,4.1,3,Tidak,43.9,49.7,Tidak Lulus
MHS00787,4,SI-D,P,73.0,95.7,81.5,70.0,50,3,11.2,1,Ya,78.6,81.3,Lulus
MHS00788,3,SI-C,L,78.4,90.3,77.8,86.0,46,3,9.5,0,Tidak,73.2,81.6,Lulus
MHS00789,3,SI-A,L,95.5,56.6,42.9,36.1,37,0,2.5,5,Tidak,31.2,41.1,Tidak Lulus
MHS00790,6,SI-C,P,74.5,83.1,62.3,62.8,29,0,3.3,1,Ya,62.1,67.6,Lulus
MHS00791,1,SI-D,L,90.9,73.9,53.6,53.3,42,1,3.4,3,Tidak,55.0,59.0,Tidak Lulus
MHS00792,4,SI-A,L,95.1,82.0,70.4,77.3,50,4,8.5,2,Tidak,71.0,75.2,Lulus
MHS00793,3,SI-B,L,95.2,79.7,46.4,57.2,31,5,2.6,1,Tidak,68.5,64.1,Lulus
MHS00794,4,SI-B,L,81.4,60.1,65.4,49.6,41,3,5.5,1,Tidak,65.2,60.1,Lulus
MHS00795,1,SI-B,P,54.4,72.5,78.0,65.7,44,3,7.9,0,Tidak,56.9,67.2,Lulus
MHS00796,6,SI-D,L,83.5,80.5,84.7,70.2,33,2,6.3,1,Tidak,82.1,79.2,Lulus
MHS00797,6,SI-C,L,90.6,87.3,75.8,82.9,41,6,7.3,0,Tidak,75.8,80.4,Lulus
MHS00798,4,SI-A,P,77.0,57.9,40.7,48.4,35,1,3.3,2,Tidak,40.5,46.9,Tidak Lulus
MHS00799,4,SI-B,L,98.9,74.7,74.2,88.7,49,2,8.3,3,Tidak,76.7,78.7,Lulus
MHS00800,6,SI-A,L,88.3,69.4,77.6,65.4,28,4,4.7,0,Tidak,67.6,69.5,Lulus
MHS00801,4,SI-D,P,84.8,70.1,78.3,78.2,53,5,5.5,1,Tidak,69.4,73.6,Lulus
MHS00802,1,SI-B,L,91.0,82.2,98.9,80.2,46,4,7.2,0,Ya,68.9,81.0,Lulus
MHS00803,4,SI-D,P,82.0,83.0,57.1,63.8,38,6,6.8,1,Tidak,52.6,63.9,Lulus
MHS00804,4,SI-C,P,48.1,53.6,56.9,52.4,43,4,6.6,3,Tidak,32.4,47.6,Tidak Lulus
MHS00805,3,SI-D,L,72.0,85.0,74.7,60.8,27,4,4.2,0,Ya,64.9,70.9,Lulus
MHS00806,5,SI-D,L,92.4,59.4,89.5,81.5,43,1,5.6,1,Tidak,65.0,72.6,Lulus
MHS00807,6,SI-C,L,68.3,75.3,67.8,66.1,40,4,6.5,3,Tidak,53.8,65.0,Lulus
MHS00808,6,SI-A,L,75.3,77.4,68.2,68.9,34,5,2.4,1,Tidak,58.2,67.7,Lulus
MHS00809,3,SI-C,P,65.5,58.8,76.8,66.6,29,0,5.1,2,Tidak,58.5,64.3,Lulus
MHS00810,1,SI-C,P,99.4,83.1,80.0,83.6,44,4,7.7,0,Tidak,84.8,83.1,Lulus
MHS00811,6,SI-D,L,98.2,48.4,55.7,62.3,28,3,2.7,1,Tidak,51.1,54.1,Tidak Lulus
MHS00812,5,SI-A,P,67.4,93.0,82.6,84.1,42,4,10.0,2,Tidak,69.9,81.8,Lulus
MHS00813,1,SI-B,P,79.8,79.5,78.0,74.4,48,3,10.3,0,Tidak,66.4,74.0,Lulus
MHS00814,6,SI-C,P,69.8,50.5,59.4,47.8,26,5,2.8,3,Tidak,39.7,48.4,Tidak Lulus
MHS00815,5,SI-A,L,85.4,89.3,87.7,84.5,48,3,10.6,1,Ya,90.5,88.1,Lulus
MHS00816,3,SI-C,L,84.1,66.5,44.0,58.1,44,1,6.1,0,Ya,64.3,59.2,Tidak Lulus
MHS00817,4,SI-C,L,87.7,88.8,70.4,81.7,45,4,7.8,0,Tidak,78.1,80.1,Lulus
MHS00818,3,SI-C,P,82.0,79.2,79.6,86.6,39,3,5.0,0,Tidak,64.4,76.7,Lulus
MHS00819,1,SI-C,L,100.0,76.9,91.5,72.8,51,2,9.3,2,Tidak,74.2,78.0,Lulus
MHS00820,2,SI-D,P,65.7,74.8,59.4,59.7,44,4,7.7,2,Tidak,52.7,61.3,Lulus
MHS00821,5,SI-A,L,57.5,37.3,25.1,20.8,42,3,4.1,5,Tidak,18.8,25.2,Tidak Lulus
MHS00822,1,SI-A,L,73.3,57.7,42.2,46.7,38,2,3.0,1,Tidak,49.2,49.3,Tidak Lulus
MHS00823,2,SI-A,L,59.2,53.0,57.8,46.2,30,5,2.1,2,Tidak,48.4,50.9,Tidak Lulus
MHS00824,3,SI-C,P,60.1,66.1,65.1,52.6,42,1,7.1,3,Tidak,64.4,62.0,Lulus
MHS00825,3,SI-D,L,66.0,60.5,45.8,60.6,49,5,8.2,0,Tidak,48.5,54.0,Tidak Lulus
MHS00826,6,SI-C,P,66.9,79.1,70.5,67.6,51,2,8.5,2,Ya,71.9,72.3,Lulus
MHS00827,2,SI-C,L,66.5,40.0,55.4,35.9,43,4,6.1,8,Tidak,28.2,38.5,Tidak Lulus
MHS00828,2,SI-A,L,84.2,65.4,75.3,73.1,35,3,3.0,0,Tidak,58.5,67.2,Lulus
MHS00829,5,SI-C,L,71.9,34.7,26.5,38.2,38,3,4.5,0,Tidak,51.7,39.0,Tidak Lulus
MHS00830,3,SI-B,L,75.8,69.9,83.0,67.0,54,2,10.0,1,Tidak,78.7,74.4,Lulus
MHS00831,2,SI-C,L,88.7,74.7,81.5,63.5,37,2,5.0,1,Tidak,62.7,69.7,Lulus
MHS00832,3,SI-B,L,68.8,51.4,60.1,38.2,40,2,6.9,5,Tidak,33.3,44.4,Tidak Lulus
MHS00833,1,SI-C,L,74.8,71.1,55.5,53.3,38,1,3.3,1,Tidak,38.6,53.8,Tidak Lulus
MHS00834,1,SI-D,L,82.4,75.3,56.2,62.4,42,4,7.5,2,Tidak,68.2,66.1,Lulus
MHS00835,3,SI-D,P,54.7,40.1,37.6,44.3,33,3,5.1,3,Tidak,17.4,33.8,Tidak Lulus
MHS00836,3,SI-A,P,49.4,63.5,56.0,35.8,41,3,9.6,2,Tidak,41.7,48.5,Tidak Lulus
MHS00837,6,SI-C,L,82.2,82.2,78.1,87.1,43,4,8.8,2,Ya,68.7,78.6,Lulus
MHS00838,3,SI-B,P,83.9,50.0,73.4,55.3,31,4,5.0,1,Tidak,64.8,60.4,Lulus
MHS00839,4,SI-B,P,100.0,64.9,59.0,63.1,32,4,6.1,0,Tidak,77.0,66.9,Lulus
MHS00840,4,SI-C,L,79.9,77.6,53.9,57.6,29,0,4.8,1,Tidak,42.2,57.2,Tidak Lulus
MHS00841,1,SI-B,P,87.8,59.3,42.8,45.8,33,3,2.2,2,Tidak,46.0,48.6,Tidak Lulus
MHS00842,4,SI-D,P,75.7,70.3,65.8,58.6,34,2,3.9,1,Tidak,56.9,62.5,Lulus
MHS00843,1,SI-B,L,81.6,58.6,48.1,53.7,34,6,7.1,1,Tidak,51.8,53.2,Tidak Lulus
MHS00844,6,SI-A,L,98.0,81.5,72.7,73.2,43,2,7.5,1,Ya,69.4,74.0,Lulus
MHS00845,1,SI-D,P,52.5,66.7,63.5,63.5,45,2,6.9,5,Tidak,56.0,62.0,Lulus
MHS00846,3,SI-D,L,83.0,95.8,76.6,68.4,41,2,5.6,1,Tidak,65.2,75.9,Lulus
MHS00847,1,SI-D,L,100.0,82.5,80.8,92.7,49,3,9.3,2,Tidak,93.0,87.9,Lulus
MHS00848,6,SI-C,L,81.4,66.7,59.5,64.5,43,2,6.7,2,Ya,54.6,61.1,Lulus
MHS00849,3,SI-C,L,97.8,79.2,99.7,71.5,54,6,8.6,1,Tidak,85.2,83.2,Lulus
MHS00850,4,SI-D,P,70.4,70.1,48.6,45.1,47,4,1.2,1,Tidak,53.1,54.4,Tidak Lulus
MHS00851,1,SI-C,P,77.6,70.4,74.5,55.5,29,1,0.0,0,Tidak,49.9,61.3,Lulus
MHS00852,5,SI-B,P,78.4,86.4,89.9,77.7,42,5,7.4,0,Tidak,63.1,77.9,Lulus
MHS00853,2,SI-C,L,51.4,32.4,37.2,46.1,33,3,2.2,0,Tidak,26.9,35.1,Tidak Lulus
MHS00854,6,SI-C,L,64.0,79.8,66.2,69.8,43,3,5.9,0,Tidak,53.4,66.7,Lulus
MHS00855,2,SI-D,L,64.8,67.0,59.5,47.2,44,1,5.6,2,Ya,55.3,57.0,Tidak Lulus
MHS00856,2,SI-A,L,87.9,88.8,92.9,93.1,45,3,11.3,1,Tidak,80.2,88.1,Lulus
MHS00857,1,SI-A,L,88.5,91.7,67.8,65.8,34,3,7.7,0,Tidak,79.8,76.9,Lulus
MHS00858,3,SI-A,P,81.9,83.6,58.3,58.3,39,5,7.0,1,Tidak,66.3,67.0,Lulus
MHS00859,4,SI-B,P,87.9,80.2,62.1,78.5,46,2,9.0,0,Tidak,69.5,72.9,Lulus
MHS00860,1,SI-C,L,76.0,68.0,69.9,72.8,37,2,7.6,1,Ya,64.9,68.6,Lulus
MHS00861,5,SI-A,P,92.4,60.1,56.0,66.6,37,0,5.1,1,Tidak,47.6,57.2,Tidak Lulus
MHS00862,3,SI-D,L,78.1,61.0,69.8,63.8,48,3,9.7,2,Tidak,58.3,62.6,Lulus
MHS00863,3,SI-A,L,78.7,68.0,58.1,57.5,39,2,3.2,1,Ya,56.9,60.1,Lulus
MHS00864,3,SI-A,P,74.8,79.4,71.9,58.4,47,3,7.5,1,Tidak,59.5,66.7,Lulus
MHS00865,3,SI-C,L,86.2,53.5,54.4,55.2,35,1,1.9,0,Tidak,46.8,52.1,Tidak Lulus
MHS00866,4,SI-C,P,72.9,74.5,73.1,62.0,50,7,7.1,0,Tidak,72.9,70.6,Lulus
MHS00867,1,SI-C,P,89.7,74.5,60.1,64.4,39,3,7.1,1,Tidak,56.4,63.7,Lulus
MHS00868,2,SI-B,L,64.4,78.3,71.4,84.7,48,1,11.5,2,Tidak,69.8,76.0,Lulus
MHS00869,5,SI-B,P,64.8,66.2,48.7,51.2,31,1,1.8,2,Tidak,49.7,54.0,Tidak Lulus
MHS00870,6,SI-A,L,86.2,91.7,78.9,65.3,37,4,4.7,1,Tidak,72.1,76.7,Lulus
MHS00871,3,SI-C,L,76.9,69.5,70.8,77.6,42,5,9.0,0,Tidak,60.3,69.0,Lulus
MHS00872,2,SI-A,L,72.6,77.9,72.6,76.6,43,2,7.5,2,Tidak,64.0,72.3,Lulus
MHS00873,4,SI-D,L,88.7,86.6,76.4,86.9,35,3,7.0,0,Tidak,82.0,83.3,Lulus
MHS00874,3,SI-D,P,70.7,73.5,58.9,54.2,33,1,3.6,1,Tidak,49.1,58.4,Tidak Lulus
MHS00875,1,SI-C,L,75.6,64.9,53.3,52.6,35,4,4.7,3,Tidak,42.1,52.7,Tidak Lulus
MHS00876,1,SI-C,P,94.8,86.5,85.8,70.0,45,2,10.2,2,Tidak,67.5,76.5,Lulus
